#time   N           P           Z
33.47222 0.65827E+00 0.62239E+00 0.71935E+00
33.54167 0.64912E+00 0.61715E+00 0.73373E+00
33.61111 0.64086E+00 0.61091E+00 0.74823E+00
33.68056 0.63349E+00 0.60369E+00 0.76282E+00
33.75000 0.62701E+00 0.59554E+00 0.77745E+00
33.81944 0.62141E+00 0.58651E+00 0.79208E+00
33.88889 0.61668E+00 0.57663E+00 0.80669E+00
33.95833 0.61282E+00 0.56597E+00 0.82121E+00
34.02778 0.60979E+00 0.55458E+00 0.83562E+00
34.09722 0.60760E+00 0.54254E+00 0.84986E+00
34.16667 0.60621E+00 0.52989E+00 0.86390E+00
34.23611 0.60561E+00 0.51672E+00 0.87767E+00
34.30556 0.60576E+00 0.50309E+00 0.89115E+00
34.37500 0.60664E+00 0.48908E+00 0.90428E+00
34.44444 0.60822E+00 0.47475E+00 0.91703E+00
34.51389 0.61048E+00 0.46018E+00 0.92934E+00
34.58333 0.61339E+00 0.44543E+00 0.94119E+00
34.65278 0.61691E+00 0.43057E+00 0.95252E+00
34.72222 0.62101E+00 0.41567E+00 0.96331E+00
34.79167 0.62567E+00 0.40080E+00 0.97353E+00
34.86111 0.63085E+00 0.38600E+00 0.98314E+00
34.93056 0.63653E+00 0.37134E+00 0.99213E+00
35.00000 0.64268E+00 0.35687E+00 0.10005E+01
35.06944 0.64925E+00 0.34263E+00 0.10081E+01
35.13889 0.65624E+00 0.32866E+00 0.10151E+01
35.20833 0.66361E+00 0.31501E+00 0.10214E+01
35.27778 0.67132E+00 0.30170E+00 0.10270E+01
35.34722 0.67937E+00 0.28877E+00 0.10319E+01
35.41667 0.68772E+00 0.27623E+00 0.10361E+01
35.48611 0.69634E+00 0.26410E+00 0.10396E+01
35.55556 0.70522E+00 0.25241E+00 0.10424E+01
35.62500 0.71433E+00 0.24115E+00 0.10445E+01
35.69444 0.72365E+00 0.23035E+00 0.10460E+01
35.76389 0.73316E+00 0.21998E+00 0.10469E+01
35.83333 0.74285E+00 0.21007E+00 0.10471E+01
35.90278 0.75269E+00 0.20061E+00 0.10467E+01
35.97222 0.76267E+00 0.19158E+00 0.10458E+01
36.04167 0.77276E+00 0.18298E+00 0.10443E+01
36.11111 0.78297E+00 0.17481E+00 0.10422E+01
36.18056 0.79326E+00 0.16705E+00 0.10397E+01
36.25000 0.80363E+00 0.15969E+00 0.10367E+01
36.31944 0.81407E+00 0.15272E+00 0.10332E+01
36.38889 0.82456E+00 0.14612E+00 0.10293E+01
36.45833 0.83509E+00 0.13987E+00 0.10250E+01
36.52778 0.84565E+00 0.13397E+00 0.10204E+01
36.59722 0.85624E+00 0.12840E+00 0.10154E+01
36.66667 0.86683E+00 0.12315E+00 0.10100E+01
36.73611 0.87743E+00 0.11819E+00 0.10044E+01
36.80556 0.88802E+00 0.11352E+00 0.99845E+00
36.87500 0.89861E+00 0.10912E+00 0.99227E+00
36.94444 0.90917E+00 0.10498E+00 0.98586E+00
37.01389 0.91970E+00 0.10108E+00 0.97922E+00
37.08333 0.93020E+00 0.97407E-01 0.97239E+00
37.15278 0.94066E+00 0.93957E-01 0.96538E+00
37.22222 0.95108E+00 0.90713E-01 0.95821E+00
37.29167 0.96145E+00 0.87665E-01 0.95089E+00
37.36111 0.97176E+00 0.84801E-01 0.94344E+00
37.43056 0.98202E+00 0.82112E-01 0.93587E+00
37.50000 0.99221E+00 0.79589E-01 0.92820E+00
37.56944 0.10023E+01 0.77221E-01 0.92045E+00
37.63889 0.10124E+01 0.75000E-01 0.91262E+00
37.70833 0.10224E+01 0.72919E-01 0.90472E+00
37.77778 0.10323E+01 0.70970E-01 0.89677E+00
37.84722 0.10421E+01 0.69145E-01 0.88877E+00
37.91667 0.10518E+01 0.67438E-01 0.88074E+00
37.98611 0.10615E+01 0.65843E-01 0.87268E+00
38.05556 0.10710E+01 0.64354E-01 0.86461E+00
38.12500 0.10805E+01 0.62966E-01 0.85653E+00
38.19444 0.10899E+01 0.61672E-01 0.84844E+00
38.26389 0.10992E+01 0.60470E-01 0.84036E+00
38.33333 0.11084E+01 0.59353E-01 0.83229E+00
38.40278 0.11174E+01 0.58319E-01 0.82424E+00
38.47222 0.11264E+01 0.57363E-01 0.81621E+00
38.54167 0.11353E+01 0.56482E-01 0.80821E+00
38.61111 0.11441E+01 0.55673E-01 0.80023E+00
38.68056 0.11528E+01 0.54932E-01 0.79230E+00
38.75000 0.11613E+01 0.54257E-01 0.78440E+00
38.81944 0.11698E+01 0.53646E-01 0.77655E+00
38.88889 0.11782E+01 0.53095E-01 0.76875E+00
38.95833 0.11864E+01 0.52604E-01 0.76100E+00
39.02778 0.11945E+01 0.52169E-01 0.75330E+00
39.09722 0.12026E+01 0.51789E-01 0.74566E+00
39.16667 0.12105E+01 0.51463E-01 0.73807E+00
39.23611 0.12183E+01 0.51189E-01 0.73055E+00
39.30556 0.12259E+01 0.50966E-01 0.72310E+00
39.37500 0.12335E+01 0.50792E-01 0.71571E+00
39.44444 0.12409E+01 0.50668E-01 0.70839E+00
39.51389 0.12483E+01 0.50591E-01 0.70114E+00
39.58333 0.12555E+01 0.50561E-01 0.69396E+00
39.65278 0.12626E+01 0.50578E-01 0.68685E+00
39.72222 0.12695E+01 0.50641E-01 0.67982E+00
39.79167 0.12764E+01 0.50750E-01 0.67286E+00
39.86111 0.12831E+01 0.50904E-01 0.66598E+00
39.93056 0.12897E+01 0.51104E-01 0.65918E+00
40.00000 0.12962E+01 0.51348E-01 0.65246E+00
40.06944 0.13025E+01 0.51639E-01 0.64582E+00
40.13889 0.13088E+01 0.51974E-01 0.63926E+00
40.20833 0.13149E+01 0.52356E-01 0.63279E+00
40.27778 0.13208E+01 0.52783E-01 0.62639E+00
40.34722 0.13267E+01 0.53258E-01 0.62008E+00
40.41667 0.13324E+01 0.53779E-01 0.61386E+00
40.48611 0.13379E+01 0.54349E-01 0.60772E+00
40.55556 0.13434E+01 0.54967E-01 0.60167E+00
40.62500 0.13487E+01 0.55635E-01 0.59570E+00
40.69444 0.13538E+01 0.56353E-01 0.58982E+00
40.76389 0.13588E+01 0.57123E-01 0.58403E+00
40.83333 0.13637E+01 0.57945E-01 0.57833E+00
40.90278 0.13685E+01 0.58821E-01 0.57271E+00
40.97222 0.13731E+01 0.59753E-01 0.56719E+00
41.04167 0.13775E+01 0.60742E-01 0.56175E+00
41.11111 0.13818E+01 0.61789E-01 0.55641E+00
41.18056 0.13859E+01 0.62896E-01 0.55116E+00
41.25000 0.13899E+01 0.64065E-01 0.54600E+00
41.31944 0.13938E+01 0.65298E-01 0.54094E+00
41.38889 0.13974E+01 0.66596E-01 0.53596E+00
41.45833 0.14010E+01 0.67962E-01 0.53108E+00
41.52778 0.14043E+01 0.69399E-01 0.52630E+00
41.59722 0.14075E+01 0.70908E-01 0.52161E+00
41.66667 0.14105E+01 0.72491E-01 0.51702E+00
41.73611 0.14133E+01 0.74153E-01 0.51252E+00
41.80556 0.14160E+01 0.75894E-01 0.50812E+00
41.87500 0.14185E+01 0.77718E-01 0.50382E+00
41.94444 0.14207E+01 0.79629E-01 0.49962E+00
42.01389 0.14229E+01 0.81628E-01 0.49552E+00
42.08333 0.14248E+01 0.83720E-01 0.49152E+00
42.15278 0.14265E+01 0.85907E-01 0.48763E+00
42.22222 0.14280E+01 0.88194E-01 0.48383E+00
42.29167 0.14293E+01 0.90583E-01 0.48014E+00
42.36111 0.14304E+01 0.93078E-01 0.47656E+00
42.43056 0.14312E+01 0.95684E-01 0.47308E+00
42.50000 0.14319E+01 0.98404E-01 0.46971E+00
42.56944 0.14323E+01 0.10124E+00 0.46645E+00
42.63889 0.14325E+01 0.10420E+00 0.46331E+00
42.70833 0.14324E+01 0.10729E+00 0.46027E+00
42.77778 0.14321E+01 0.11051E+00 0.45735E+00
42.84722 0.14316E+01 0.11386E+00 0.45455E+00
42.91667 0.14308E+01 0.11736E+00 0.45186E+00
42.98611 0.14297E+01 0.12100E+00 0.44929E+00
43.05556 0.14284E+01 0.12479E+00 0.44685E+00
43.12500 0.14267E+01 0.12874E+00 0.44453E+00
43.19444 0.14248E+01 0.13284E+00 0.44233E+00
43.26389 0.14226E+01 0.13711E+00 0.44026E+00
43.33333 0.14201E+01 0.14155E+00 0.43833E+00
43.40278 0.14173E+01 0.14617E+00 0.43653E+00
43.47222 0.14142E+01 0.15096E+00 0.43486E+00
43.54167 0.14107E+01 0.15594E+00 0.43333E+00
43.61111 0.14069E+01 0.16111E+00 0.43195E+00
43.68056 0.14028E+01 0.16648E+00 0.43071E+00
43.75000 0.13983E+01 0.17204E+00 0.42962E+00
43.81944 0.13935E+01 0.17780E+00 0.42868E+00
43.88889 0.13883E+01 0.18378E+00 0.42790E+00
43.95833 0.13828E+01 0.18996E+00 0.42727E+00
44.02778 0.13768E+01 0.19636E+00 0.42681E+00
44.09722 0.13705E+01 0.20298E+00 0.42651E+00
44.16667 0.13638E+01 0.20982E+00 0.42639E+00
44.23611 0.13567E+01 0.21688E+00 0.42644E+00
44.30556 0.13492E+01 0.22417E+00 0.42667E+00
44.37500 0.13412E+01 0.23168E+00 0.42708E+00
44.44444 0.13329E+01 0.23942E+00 0.42769E+00
44.51389 0.13241E+01 0.24738E+00 0.42849E+00
44.58333 0.13150E+01 0.25557E+00 0.42948E+00
44.65278 0.13053E+01 0.26397E+00 0.43068E+00
44.72222 0.12953E+01 0.27260E+00 0.43209E+00
44.79167 0.12848E+01 0.28144E+00 0.43372E+00
44.86111 0.12740E+01 0.29049E+00 0.43556E+00
44.93056 0.12626E+01 0.29973E+00 0.43763E+00
45.00000 0.12509E+01 0.30917E+00 0.43994E+00
45.06944 0.12387E+01 0.31879E+00 0.44248E+00
45.13889 0.12262E+01 0.32857E+00 0.44526E+00
45.20833 0.12132E+01 0.33851E+00 0.44830E+00
45.27778 0.11998E+01 0.34859E+00 0.45158E+00
45.34722 0.11861E+01 0.35879E+00 0.45514E+00
45.41667 0.11720E+01 0.36909E+00 0.45895E+00
45.48611 0.11575E+01 0.37946E+00 0.46305E+00
45.55556 0.11427E+01 0.38990E+00 0.46742E+00
45.62500 0.11276E+01 0.40036E+00 0.47207E+00
45.69444 0.11122E+01 0.41082E+00 0.47702E+00
45.76389 0.10965E+01 0.42125E+00 0.48226E+00
45.83333 0.10806E+01 0.43162E+00 0.48780E+00
45.90278 0.10645E+01 0.44189E+00 0.49365E+00
45.97222 0.10482E+01 0.45202E+00 0.49980E+00
46.04167 0.10317E+01 0.46199E+00 0.50627E+00
46.11111 0.10152E+01 0.47174E+00 0.51306E+00
46.18056 0.99860E+00 0.48124E+00 0.52016E+00
46.25000 0.98198E+00 0.49044E+00 0.52758E+00
46.31944 0.96537E+00 0.49930E+00 0.53533E+00
46.38889 0.94882E+00 0.50778E+00 0.54340E+00
46.45833 0.93238E+00 0.51583E+00 0.55179E+00
46.52778 0.91609E+00 0.52341E+00 0.56050E+00
46.59722 0.90000E+00 0.53047E+00 0.56953E+00
46.66667 0.88415E+00 0.53698E+00 0.57887E+00
46.73611 0.86859E+00 0.54289E+00 0.58852E+00
46.80556 0.85336E+00 0.54816E+00 0.59847E+00
46.87500 0.83852E+00 0.55276E+00 0.60872E+00
46.94444 0.82409E+00 0.55665E+00 0.61926E+00
47.01389 0.81013E+00 0.55980E+00 0.63007E+00
47.08333 0.79667E+00 0.56219E+00 0.64114E+00
47.15278 0.78374E+00 0.56379E+00 0.65246E+00
47.22222 0.77139E+00 0.56459E+00 0.66402E+00
47.29167 0.75965E+00 0.56456E+00 0.67579E+00
47.36111 0.74854E+00 0.56371E+00 0.68775E+00
47.43056 0.73808E+00 0.56203E+00 0.69989E+00
47.50000 0.72830E+00 0.55951E+00 0.71219E+00
47.56944 0.71922E+00 0.55617E+00 0.72461E+00
47.63889 0.71085E+00 0.55202E+00 0.73713E+00
47.70833 0.70320E+00 0.54708E+00 0.74973E+00
47.77778 0.69627E+00 0.54136E+00 0.76236E+00
47.84722 0.69009E+00 0.53490E+00 0.77502E+00
47.91667 0.68463E+00 0.52772E+00 0.78765E+00
47.98611 0.67991E+00 0.51987E+00 0.80023E+00
48.05556 0.67591E+00 0.51138E+00 0.81272E+00
48.12500 0.67263E+00 0.50229E+00 0.82509E+00
48.19444 0.67005E+00 0.49265E+00 0.83730E+00
48.26389 0.66817E+00 0.48251E+00 0.84932E+00
48.33333 0.66697E+00 0.47192E+00 0.86110E+00
48.40278 0.66644E+00 0.46094E+00 0.87263E+00
48.47222 0.66655E+00 0.44961E+00 0.88385E+00
48.54167 0.66728E+00 0.43798E+00 0.89474E+00
48.61111 0.66862E+00 0.42612E+00 0.90526E+00
48.68056 0.67054E+00 0.41408E+00 0.91539E+00
48.75000 0.67302E+00 0.40190E+00 0.92509E+00
48.81944 0.67603E+00 0.38964E+00 0.93433E+00
48.88889 0.67956E+00 0.37734E+00 0.94309E+00
48.95833 0.68358E+00 0.36506E+00 0.95136E+00
49.02778 0.68806E+00 0.35284E+00 0.95909E+00
49.09722 0.69299E+00 0.34072E+00 0.96629E+00
49.16667 0.69833E+00 0.32874E+00 0.97294E+00
49.23611 0.70406E+00 0.31692E+00 0.97902E+00
49.30556 0.71016E+00 0.30532E+00 0.98452E+00
49.37500 0.71661E+00 0.29395E+00 0.98944E+00
49.44444 0.72339E+00 0.28283E+00 0.99378E+00
49.51389 0.73046E+00 0.27200E+00 0.99754E+00
49.58333 0.73782E+00 0.26146E+00 0.10007E+01
49.65278 0.74544E+00 0.25124E+00 0.10033E+01
49.72222 0.75330E+00 0.24134E+00 0.10054E+01
49.79167 0.76138E+00 0.23178E+00 0.10068E+01
49.86111 0.76967E+00 0.22256E+00 0.10078E+01
49.93056 0.77814E+00 0.21369E+00 0.10082E+01
50.00000 0.78678E+00 0.20516E+00 0.10081E+01
50.06944 0.79558E+00 0.19698E+00 0.10074E+01
50.13889 0.80451E+00 0.18914E+00 0.10063E+01
50.20833 0.81357E+00 0.18164E+00 0.10048E+01
50.27778 0.82274E+00 0.17448E+00 0.10028E+01
50.34722 0.83200E+00 0.16764E+00 0.10004E+01
50.41667 0.84135E+00 0.16113E+00 0.99752E+00
50.48611 0.85077E+00 0.15493E+00 0.99430E+00
50.55556 0.86025E+00 0.14903E+00 0.99072E+00
50.62500 0.86979E+00 0.14342E+00 0.98679E+00
50.69444 0.87936E+00 0.13810E+00 0.98254E+00
50.76389 0.88897E+00 0.13305E+00 0.97799E+00
50.83333 0.89860E+00 0.12826E+00 0.97315E+00
50.90278 0.90824E+00 0.12372E+00 0.96804E+00
50.97222 0.91789E+00 0.11942E+00 0.96269E+00
51.04167 0.92753E+00 0.11536E+00 0.95711E+00
51.11111 0.93717E+00 0.11151E+00 0.95132E+00
51.18056 0.94679E+00 0.10788E+00 0.94533E+00
51.25000 0.95639E+00 0.10444E+00 0.93916E+00
51.31944 0.96597E+00 0.10120E+00 0.93283E+00
51.38889 0.97551E+00 0.98142E-01 0.92635E+00
51.45833 0.98501E+00 0.95257E-01 0.91973E+00
51.52778 0.99447E+00 0.92537E-01 0.91299E+00
51.59722 0.10039E+01 0.89974E-01 0.90614E+00
51.66667 0.10132E+01 0.87562E-01 0.89920E+00
51.73611 0.10225E+01 0.85292E-01 0.89216E+00
51.80556 0.10318E+01 0.83157E-01 0.88505E+00
51.87500 0.10410E+01 0.81152E-01 0.87788E+00
51.94444 0.10501E+01 0.79270E-01 0.87065E+00
52.01389 0.10591E+01 0.77504E-01 0.86337E+00
52.08333 0.10681E+01 0.75851E-01 0.85606E+00
52.15278 0.10770E+01 0.74304E-01 0.84872E+00
52.22222 0.10858E+01 0.72858E-01 0.84135E+00
52.29167 0.10945E+01 0.71509E-01 0.83397E+00
52.36111 0.11032E+01 0.70253E-01 0.82658E+00
52.43056 0.11117E+01 0.69085E-01 0.81919E+00
52.50000 0.11202E+01 0.68003E-01 0.81180E+00
52.56944 0.11286E+01 0.67001E-01 0.80442E+00
52.63889 0.11369E+01 0.66078E-01 0.79706E+00
52.70833 0.11451E+01 0.65230E-01 0.78972E+00
52.77778 0.11531E+01 0.64454E-01 0.78240E+00
52.84722 0.11611E+01 0.63748E-01 0.77511E+00
52.91667 0.11690E+01 0.63109E-01 0.76785E+00
52.98611 0.11768E+01 0.62536E-01 0.76063E+00
53.05556 0.11845E+01 0.62025E-01 0.75345E+00
53.12500 0.11921E+01 0.61576E-01 0.74631E+00
53.19444 0.11996E+01 0.61186E-01 0.73922E+00
53.26389 0.12070E+01 0.60854E-01 0.73217E+00
53.33333 0.12142E+01 0.60579E-01 0.72518E+00
53.40278 0.12214E+01 0.60360E-01 0.71825E+00
53.47222 0.12284E+01 0.60195E-01 0.71137E+00
53.54167 0.12354E+01 0.60083E-01 0.70455E+00
53.61111 0.12422E+01 0.60024E-01 0.69779E+00
53.68056 0.12489E+01 0.60017E-01 0.69109E+00
53.75000 0.12555E+01 0.60062E-01 0.68446E+00
53.81944 0.12619E+01 0.60157E-01 0.67790E+00
53.88889 0.12683E+01 0.60303E-01 0.67141E+00
53.95833 0.12745E+01 0.60500E-01 0.66498E+00
54.02778 0.12806E+01 0.60747E-01 0.65863E+00
54.09722 0.12866E+01 0.61044E-01 0.65235E+00
54.16667 0.12925E+01 0.61392E-01 0.64614E+00
54.23611 0.12982E+01 0.61791E-01 0.64001E+00
54.30556 0.13038E+01 0.62240E-01 0.63396E+00
54.37500 0.13093E+01 0.62741E-01 0.62798E+00
54.44444 0.13146E+01 0.63294E-01 0.62208E+00
54.51389 0.13198E+01 0.63899E-01 0.61626E+00
54.58333 0.13249E+01 0.64558E-01 0.61053E+00
54.65278 0.13299E+01 0.65270E-01 0.60487E+00
54.72222 0.13347E+01 0.66038E-01 0.59930E+00
54.79167 0.13393E+01 0.66861E-01 0.59381E+00
54.86111 0.13439E+01 0.67742E-01 0.58840E+00
54.93056 0.13482E+01 0.68681E-01 0.58309E+00
55.00000 0.13525E+01 0.69679E-01 0.57785E+00
55.06944 0.13566E+01 0.70738E-01 0.57271E+00
55.13889 0.13605E+01 0.71860E-01 0.56765E+00
55.20833 0.13643E+01 0.73046E-01 0.56268E+00
55.27778 0.13679E+01 0.74297E-01 0.55780E+00
55.34722 0.13714E+01 0.75616E-01 0.55301E+00
55.41667 0.13747E+01 0.77004E-01 0.54831E+00
55.48611 0.13778E+01 0.78463E-01 0.54371E+00
55.55556 0.13808E+01 0.79996E-01 0.53919E+00
55.62500 0.13836E+01 0.81605E-01 0.53477E+00
55.69444 0.13863E+01 0.83291E-01 0.53045E+00
55.76389 0.13887E+01 0.85058E-01 0.52622E+00
55.83333 0.13910E+01 0.86907E-01 0.52209E+00
55.90278 0.13931E+01 0.88842E-01 0.51806E+00
55.97222 0.13950E+01 0.90865E-01 0.51412E+00
56.04167 0.13967E+01 0.92979E-01 0.51029E+00
56.11111 0.13983E+01 0.95187E-01 0.50655E+00
56.18056 0.13996E+01 0.97492E-01 0.50292E+00
56.25000 0.14007E+01 0.99897E-01 0.49940E+00
56.31944 0.14016E+01 0.10240E+00 0.49598E+00
56.38889 0.14023E+01 0.10502E+00 0.49266E+00
56.45833 0.14028E+01 0.10774E+00 0.48945E+00
56.52778 0.14031E+01 0.11058E+00 0.48636E+00
56.59722 0.14031E+01 0.11354E+00 0.48337E+00
56.66667 0.14029E+01 0.11661E+00 0.48050E+00
56.73611 0.14025E+01 0.11981E+00 0.47774E+00
56.80556 0.14018E+01 0.12314E+00 0.47509E+00
56.87500 0.14008E+01 0.12660E+00 0.47257E+00
56.94444 0.13996E+01 0.13019E+00 0.47016E+00
57.01389 0.13982E+01 0.13393E+00 0.46788E+00
57.08333 0.13965E+01 0.13781E+00 0.46572E+00
57.15278 0.13945E+01 0.14183E+00 0.46369E+00
57.22222 0.13922E+01 0.14601E+00 0.46178E+00
57.29167 0.13897E+01 0.15034E+00 0.46001E+00
57.36111 0.13868E+01 0.15483E+00 0.45837E+00
57.43056 0.13837E+01 0.15948E+00 0.45686E+00
57.50000 0.13802E+01 0.16430E+00 0.45550E+00
57.56944 0.13764E+01 0.16929E+00 0.45428E+00
57.63889 0.13724E+01 0.17445E+00 0.45320E+00
57.70833 0.13679E+01 0.17978E+00 0.45227E+00
57.77778 0.13632E+01 0.18530E+00 0.45149E+00
57.84722 0.13581E+01 0.19099E+00 0.45087E+00
57.91667 0.13527E+01 0.19687E+00 0.45040E+00
57.98611 0.13470E+01 0.20293E+00 0.45009E+00
58.05556 0.13409E+01 0.20918E+00 0.44995E+00
58.12500 0.13344E+01 0.21562E+00 0.44998E+00
58.19444 0.13276E+01 0.22224E+00 0.45018E+00
58.26389 0.13204E+01 0.22905E+00 0.45056E+00
58.33333 0.13128E+01 0.23605E+00 0.45112E+00
58.40278 0.13049E+01 0.24323E+00 0.45186E+00
58.47222 0.12966E+01 0.25060E+00 0.45280E+00
58.54167 0.12879E+01 0.25814E+00 0.45392E+00
58.61111 0.12789E+01 0.26586E+00 0.45525E+00
58.68056 0.12695E+01 0.27375E+00 0.45678E+00
58.75000 0.12597E+01 0.28180E+00 0.45852E+00
58.81944 0.12495E+01 0.29001E+00 0.46047E+00
58.88889 0.12390E+01 0.29837E+00 0.46263E+00
58.95833 0.12281E+01 0.30686E+00 0.46502E+00
59.02778 0.12169E+01 0.31548E+00 0.46764E+00
59.09722 0.12053E+01 0.32422E+00 0.47048E+00
59.16667 0.11934E+01 0.33306E+00 0.47357E+00
59.23611 0.11811E+01 0.34198E+00 0.47689E+00
59.30556 0.11686E+01 0.35096E+00 0.48047E+00
59.37500 0.11557E+01 0.36000E+00 0.48429E+00
59.44444 0.11426E+01 0.36907E+00 0.48837E+00
59.51389 0.11292E+01 0.37814E+00 0.49270E+00
59.58333 0.11155E+01 0.38719E+00 0.49731E+00
59.65278 0.11016E+01 0.39620E+00 0.50217E+00
59.72222 0.10875E+01 0.40514E+00 0.50731E+00
59.79167 0.10733E+01 0.41399E+00 0.51273E+00
59.86111 0.10589E+01 0.42270E+00 0.51842E+00
59.93056 0.10443E+01 0.43126E+00 0.52439E+00
60.00000 0.10297E+01 0.43963E+00 0.53064E+00
60.06944 0.10150E+01 0.44777E+00 0.53718E+00
60.13889 0.10003E+01 0.45566E+00 0.54400E+00
60.20833 0.98564E+00 0.46325E+00 0.55110E+00
60.27778 0.97099E+00 0.47052E+00 0.55849E+00
60.34722 0.95642E+00 0.47743E+00 0.56616E+00
60.41667 0.94196E+00 0.48393E+00 0.57410E+00
60.48611 0.92766E+00 0.49001E+00 0.58233E+00
60.55556 0.91355E+00 0.49562E+00 0.59082E+00
60.62500 0.89967E+00 0.50074E+00 0.59959E+00
60.69444 0.88606E+00 0.50533E+00 0.60861E+00
60.76389 0.87275E+00 0.50936E+00 0.61789E+00
60.83333 0.85979E+00 0.51281E+00 0.62741E+00
60.90278 0.84719E+00 0.51564E+00 0.63716E+00
60.97222 0.83501E+00 0.51785E+00 0.64714E+00
61.04167 0.82326E+00 0.51941E+00 0.65733E+00
61.11111 0.81199E+00 0.52030E+00 0.66771E+00
61.18056 0.80121E+00 0.52051E+00 0.67828E+00
61.25000 0.79095E+00 0.52004E+00 0.68900E+00
61.31944 0.78124E+00 0.51888E+00 0.69988E+00
61.38889 0.77210E+00 0.51703E+00 0.71087E+00
61.45833 0.76354E+00 0.51449E+00 0.72197E+00
61.52778 0.75558E+00 0.51127E+00 0.73316E+00
61.59722 0.74823E+00 0.50738E+00 0.74440E+00
61.66667 0.74150E+00 0.50283E+00 0.75567E+00
61.73611 0.73540E+00 0.49766E+00 0.76695E+00
61.80556 0.72993E+00 0.49187E+00 0.77820E+00
61.87500 0.72509E+00 0.48549E+00 0.78941E+00
61.94444 0.72089E+00 0.47857E+00 0.80054E+00
62.01389 0.71732E+00 0.47112E+00 0.81157E+00
62.08333 0.71437E+00 0.46318E+00 0.82245E+00
62.15278 0.71204E+00 0.45479E+00 0.83318E+00
62.22222 0.71031E+00 0.44599E+00 0.84370E+00
62.29167 0.70919E+00 0.43681E+00 0.85400E+00
62.36111 0.70864E+00 0.42731E+00 0.86405E+00
62.43056 0.70867E+00 0.41752E+00 0.87381E+00
62.50000 0.70925E+00 0.40749E+00 0.88326E+00
62.56944 0.71036E+00 0.39726E+00 0.89237E+00
62.63889 0.71200E+00 0.38687E+00 0.90113E+00
62.70833 0.71414E+00 0.37637E+00 0.90950E+00
62.77778 0.71676E+00 0.36578E+00 0.91746E+00
62.84722 0.71984E+00 0.35517E+00 0.92499E+00
62.91667 0.72337E+00 0.34455E+00 0.93208E+00
62.98611 0.72732E+00 0.33397E+00 0.93871E+00
63.05556 0.73167E+00 0.32346E+00 0.94487E+00
63.12500 0.73641E+00 0.31305E+00 0.95055E+00
63.19444 0.74151E+00 0.30277E+00 0.95573E+00
63.26389 0.74695E+00 0.29265E+00 0.96041E+00
63.33333 0.75271E+00 0.28271E+00 0.96458E+00
63.40278 0.75878E+00 0.27297E+00 0.96825E+00
63.47222 0.76514E+00 0.26345E+00 0.97142E+00
63.54167 0.77176E+00 0.25416E+00 0.97408E+00
63.61111 0.77863E+00 0.24513E+00 0.97624E+00
63.68056 0.78573E+00 0.23635E+00 0.97791E+00
63.75000 0.79305E+00 0.22785E+00 0.97910E+00
63.81944 0.80056E+00 0.21962E+00 0.97981E+00
63.88889 0.80826E+00 0.21168E+00 0.98006E+00
63.95833 0.81613E+00 0.20401E+00 0.97986E+00
64.02778 0.82414E+00 0.19664E+00 0.97922E+00
64.09722 0.83230E+00 0.18954E+00 0.97816E+00
64.16667 0.84058E+00 0.18273E+00 0.97668E+00
64.23611 0.84898E+00 0.17620E+00 0.97482E+00
64.30556 0.85747E+00 0.16995E+00 0.97258E+00
64.37500 0.86606E+00 0.16397E+00 0.96998E+00
64.44444 0.87472E+00 0.15825E+00 0.96703E+00
64.51389 0.88345E+00 0.15279E+00 0.96376E+00
64.58333 0.89224E+00 0.14758E+00 0.96018E+00
64.65278 0.90107E+00 0.14262E+00 0.95631E+00
64.72222 0.90995E+00 0.13790E+00 0.95216E+00
64.79167 0.91885E+00 0.13340E+00 0.94775E+00
64.86111 0.92778E+00 0.12913E+00 0.94310E+00
64.93056 0.93672E+00 0.12507E+00 0.93822E+00
65.00000 0.94566E+00 0.12121E+00 0.93313E+00
65.06944 0.95461E+00 0.11755E+00 0.92784E+00
65.13889 0.96355E+00 0.11408E+00 0.92236E+00
65.20833 0.97248E+00 0.11080E+00 0.91672E+00
65.27778 0.98139E+00 0.10769E+00 0.91093E+00
65.34722 0.99027E+00 0.10474E+00 0.90499E+00
65.41667 0.99913E+00 0.10196E+00 0.89892E+00
65.48611 0.10079E+01 0.99325E-01 0.89273E+00
65.55556 0.10167E+01 0.96840E-01 0.88643E+00
65.62500 0.10255E+01 0.94494E-01 0.88004E+00
65.69444 0.10342E+01 0.92283E-01 0.87356E+00
65.76389 0.10428E+01 0.90200E-01 0.86701E+00
65.83333 0.10514E+01 0.88239E-01 0.86039E+00
65.90278 0.10599E+01 0.86396E-01 0.85371E+00
65.97222 0.10684E+01 0.84665E-01 0.84698E+00
66.04167 0.10767E+01 0.83042E-01 0.84021E+00
66.11111 0.10851E+01 0.81521E-01 0.83341E+00
66.18056 0.10933E+01 0.80100E-01 0.82658E+00
66.25000 0.11015E+01 0.78773E-01 0.81973E+00
66.31944 0.11096E+01 0.77537E-01 0.81286E+00
66.38889 0.11176E+01 0.76389E-01 0.80599E+00
66.45833 0.11256E+01 0.75325E-01 0.79912E+00
66.52778 0.11334E+01 0.74342E-01 0.79225E+00
66.59722 0.11412E+01 0.73437E-01 0.78539E+00
66.66667 0.11488E+01 0.72608E-01 0.77855E+00
66.73611 0.11564E+01 0.71851E-01 0.77172E+00
66.80556 0.11639E+01 0.71166E-01 0.76492E+00
66.87500 0.11713E+01 0.70548E-01 0.75814E+00
