#time   N           P           Z
168.33333 0.11155E+01 0.31671E+00 0.56776E+00
168.40278 0.11072E+01 0.32162E+00 0.57120E+00
168.47222 0.10987E+01 0.32645E+00 0.57481E+00
168.54167 0.10902E+01 0.33120E+00 0.57858E+00
168.61111 0.10816E+01 0.33585E+00 0.58252E+00
168.68056 0.10730E+01 0.34039E+00 0.58663E+00
168.75000 0.10643E+01 0.34480E+00 0.59091E+00
168.81944 0.10556E+01 0.34907E+00 0.59535E+00
168.88889 0.10469E+01 0.35319E+00 0.59996E+00
168.95833 0.10381E+01 0.35715E+00 0.60472E+00
169.02778 0.10294E+01 0.36092E+00 0.60964E+00
169.09722 0.10208E+01 0.36451E+00 0.61472E+00
169.16667 0.10122E+01 0.36788E+00 0.61995E+00
169.23611 0.10036E+01 0.37104E+00 0.62533E+00
169.30556 0.99518E+00 0.37397E+00 0.63085E+00
169.37500 0.98684E+00 0.37665E+00 0.63650E+00
169.44444 0.97862E+00 0.37908E+00 0.64230E+00
169.51389 0.97054E+00 0.38125E+00 0.64821E+00
169.58333 0.96261E+00 0.38314E+00 0.65425E+00
169.65278 0.95485E+00 0.38474E+00 0.66041E+00
169.72222 0.94728E+00 0.38605E+00 0.66666E+00
169.79167 0.93992E+00 0.38706E+00 0.67302E+00
169.86111 0.93277E+00 0.38777E+00 0.67947E+00
169.93056 0.92585E+00 0.38816E+00 0.68599E+00
170.00000 0.91917E+00 0.38823E+00 0.69259E+00
170.06944 0.91276E+00 0.38799E+00 0.69925E+00
170.13889 0.90661E+00 0.38743E+00 0.70596E+00
170.20833 0.90075E+00 0.38654E+00 0.71270E+00
170.27778 0.89518E+00 0.38534E+00 0.71948E+00
170.34722 0.88991E+00 0.38382E+00 0.72627E+00
170.41667 0.88495E+00 0.38199E+00 0.73306E+00
170.48611 0.88031E+00 0.37984E+00 0.73984E+00
170.55556 0.87600E+00 0.37740E+00 0.74660E+00
170.62500 0.87201E+00 0.37466E+00 0.75333E+00
170.69444 0.86836E+00 0.37164E+00 0.76000E+00
170.76389 0.86505E+00 0.36834E+00 0.76661E+00
170.83333 0.86208E+00 0.36477E+00 0.77315E+00
170.90278 0.85945E+00 0.36095E+00 0.77959E+00
170.97222 0.85717E+00 0.35690E+00 0.78593E+00
171.04167 0.85523E+00 0.35261E+00 0.79216E+00
171.11111 0.85363E+00 0.34812E+00 0.79825E+00
171.18056 0.85237E+00 0.34342E+00 0.80420E+00
171.25000 0.85145E+00 0.33855E+00 0.81000E+00
171.31944 0.85086E+00 0.33351E+00 0.81563E+00
171.38889 0.85061E+00 0.32832E+00 0.82107E+00
171.45833 0.85067E+00 0.32300E+00 0.82633E+00
171.52778 0.85106E+00 0.31756E+00 0.83138E+00
171.59722 0.85176E+00 0.31203E+00 0.83622E+00
171.66667 0.85276E+00 0.30641E+00 0.84083E+00
171.73611 0.85406E+00 0.30072E+00 0.84522E+00
171.80556 0.85565E+00 0.29498E+00 0.84937E+00
171.87500 0.85752E+00 0.28921E+00 0.85327E+00
171.94444 0.85967E+00 0.28341E+00 0.85691E+00
172.01389 0.86209E+00 0.27761E+00 0.86030E+00
172.08333 0.86476E+00 0.27182E+00 0.86343E+00
172.15278 0.86767E+00 0.26604E+00 0.86628E+00
172.22222 0.87083E+00 0.26030E+00 0.86887E+00
172.29167 0.87421E+00 0.25460E+00 0.87119E+00
172.36111 0.87781E+00 0.24896E+00 0.87323E+00
172.43056 0.88162E+00 0.24338E+00 0.87500E+00
172.50000 0.88563E+00 0.23788E+00 0.87649E+00
172.56944 0.88983E+00 0.23246E+00 0.87771E+00
172.63889 0.89421E+00 0.22713E+00 0.87866E+00
172.70833 0.89876E+00 0.22190E+00 0.87934E+00
172.77778 0.90348E+00 0.21677E+00 0.87975E+00
172.84722 0.90834E+00 0.21175E+00 0.87991E+00
172.91667 0.91335E+00 0.20684E+00 0.87980E+00
172.98611 0.91850E+00 0.20206E+00 0.87944E+00
173.05556 0.92377E+00 0.19739E+00 0.87884E+00
173.12500 0.92916E+00 0.19285E+00 0.87799E+00
173.19444 0.93466E+00 0.18843E+00 0.87691E+00
173.26389 0.94026E+00 0.18414E+00 0.87560E+00
173.33333 0.94595E+00 0.17998E+00 0.87407E+00
173.40278 0.95173E+00 0.17595E+00 0.87232E+00
173.47222 0.95759E+00 0.17205E+00 0.87036E+00
173.54167 0.96351E+00 0.16828E+00 0.86821E+00
173.61111 0.96951E+00 0.16464E+00 0.86586E+00
