 year_start:        1998 ,year_end:        1999
 day_start:           1 , day_end:         730
 cdoms,Kds,pars,mxls, dmxldt_day
  0.6056E+01,  0.5727E-01,  0.4010E+02,  0.3432E+02,  0.8581E+00
  0.6087E+01,  0.5336E-01,  0.4024E+02,  0.3517E+02,  0.6074E+00
  0.6117E+01,  0.4946E-01,  0.4071E+02,  0.3578E+02,  0.4642E+00
  0.6148E+01,  0.4555E-01,  0.4118E+02,  0.3624E+02,  0.2291E+00
  0.6266E+01,  0.4515E-01,  0.3809E+02,  0.3647E+02,  0.0000E+00
  0.6385E+01,  0.4475E-01,  0.3501E+02,  0.3647E+02,  0.0000E+00
  0.6503E+01,  0.4435E-01,  0.3776E+02,  0.3622E+02,  0.1601E-01
  0.6621E+01,  0.4394E-01,  0.4051E+02,  0.3624E+02,  0.4576E+00
  0.6739E+01,  0.4354E-01,  0.1015E+02,  0.3669E+02,  0.3780E+00
  0.6857E+01,  0.4314E-01,  0.4264E+02,  0.3707E+02,  0.3218E-01
  0.6976E+01,  0.4274E-01,  0.4400E+02,  0.3710E+02,  0.4737E+00
  0.7094E+01,  0.4234E-01,  0.3989E+02,  0.3758E+02,  0.1640E+00
  0.7212E+01,  0.4194E-01,  0.3578E+02,  0.3774E+02,  0.2036E+00
  0.7330E+01,  0.4154E-01,  0.2880E+02,  0.3794E+02,  0.1018E+01
  0.7448E+01,  0.4114E-01,  0.2182E+02,  0.3896E+02,  0.1895E+01
  0.7566E+01,  0.4073E-01,  0.3259E+02,  0.4086E+02,  0.5388E+00
  0.7685E+01,  0.4033E-01,  0.4337E+02,  0.4140E+02,  0.3120E+00
  0.7803E+01,  0.3993E-01,  0.3211E+02,  0.4171E+02,  0.0000E+00
  0.7921E+01,  0.3953E-01,  0.4695E+02,  0.4131E+02,  0.0000E+00
  0.7021E+01,  0.4460E-01,  0.4662E+02,  0.4129E+02,  0.0000E+00
  0.6122E+01,  0.4968E-01,  0.4775E+02,  0.4120E+02,  0.0000E+00
  0.5222E+01,  0.5475E-01,  0.4385E+02,  0.4110E+02,  0.4258E+00
  0.4322E+01,  0.5983E-01,  0.4630E+02,  0.4153E+02,  0.8556E+00
  0.3423E+01,  0.6490E-01,  0.4874E+02,  0.4238E+02,  0.2823E+00
  0.5170E+01,  0.6257E-01,  0.4908E+02,  0.4267E+02,  0.2479E+00
  0.6917E+01,  0.6025E-01,  0.4942E+02,  0.4291E+02,  0.1746E+00
  0.7075E+01,  0.5249E-01,  0.4843E+02,  0.4309E+02,  0.3197E+00
  0.7232E+01,  0.4473E-01,  0.5036E+02,  0.4341E+02,  0.0000E+00
  0.6671E+01,  0.4694E-01,  0.4762E+02,  0.4324E+02,  0.0000E+00
  0.6110E+01,  0.4915E-01,  0.4654E+02,  0.4314E+02,  0.4249E+00
  0.5549E+01,  0.5136E-01,  0.4006E+02,  0.4356E+02,  0.1022E+00
  0.4988E+01,  0.5357E-01,  0.3925E+02,  0.4367E+02,  0.4911E+00
  0.4427E+01,  0.5578E-01,  0.3843E+02,  0.4416E+02,  0.8156E+00
  0.3865E+01,  0.5799E-01,  0.4568E+02,  0.4497E+02,  0.3077E+00
  0.3304E+01,  0.6020E-01,  0.5293E+02,  0.4528E+02,  0.1957E+00
  0.2971E+01,  0.5170E-01,  0.5322E+02,  0.4548E+02,  0.4275E+00
  0.2638E+01,  0.4320E-01,  0.5352E+02,  0.4590E+02,  0.5600E+00
  0.3135E+01,  0.4551E-01,  0.1291E+02,  0.4646E+02,  0.1093E+01
  0.3632E+01,  0.4782E-01,  0.3747E+02,  0.4756E+02,  0.8654E+00
  0.4129E+01,  0.5013E-01,  0.3342E+02,  0.4842E+02,  0.2721E+00
  0.4627E+01,  0.5244E-01,  0.4439E+02,  0.4869E+02,  0.4824E+00
  0.5124E+01,  0.5475E-01,  0.5535E+02,  0.4918E+02,  0.1154E+00
  0.5279E+01,  0.5195E-01,  0.5571E+02,  0.4929E+02,  0.0000E+00
  0.5434E+01,  0.4915E-01,  0.5607E+02,  0.4862E+02,  0.0000E+00
  0.5050E+01,  0.4887E-01,  0.5640E+02,  0.4805E+02,  0.0000E+00
  0.4666E+01,  0.4860E-01,  0.5673E+02,  0.4792E+02,  0.2500E+00
  0.4700E+01,  0.4761E-01,  0.5717E+02,  0.4817E+02,  0.3571E+00
  0.4733E+01,  0.4662E-01,  0.5699E+02,  0.4853E+02,  0.1754E+00
  0.4767E+01,  0.4563E-01,  0.5770E+02,  0.4871E+02,  0.4175E+00
  0.4800E+01,  0.4464E-01,  0.5783E+02,  0.4912E+02,  0.1139E+01
  0.4834E+01,  0.4365E-01,  0.5816E+02,  0.5026E+02,  0.9343E+00
  0.3998E+01,  0.4581E-01,  0.5849E+02,  0.5120E+02,  0.9886E-01
  0.3162E+01,  0.4796E-01,  0.5883E+02,  0.5130E+02,  0.5625E+00
  0.4224E+01,  0.4494E-01,  0.5878E+02,  0.5186E+02,  0.5715E+00
  0.5286E+01,  0.4192E-01,  0.5873E+02,  0.5243E+02,  0.1553E+01
  0.6348E+01,  0.3890E-01,  0.5967E+02,  0.5398E+02,  0.1358E+01
  0.5631E+01,  0.3655E-01,  0.5924E+02,  0.5534E+02,  0.6484E+00
  0.4915E+01,  0.3420E-01,  0.6013E+02,  0.5599E+02,  0.3285E+00
  0.5089E+01,  0.3450E-01,  0.6045E+02,  0.5632E+02,  0.0000E+00
  0.3714E+01,  0.3300E-01,  0.6074E+02,  0.5617E+02,  0.0000E+00
  0.3365E+01,  0.3890E-01,  0.6088E+02,  0.5540E+02,  0.0000E+00
  0.3016E+01,  0.4480E-01,  0.6103E+02,  0.5454E+02,  0.4085E+00
  0.3319E+01,  0.4180E-01,  0.6124E+02,  0.5495E+02,  0.2637E+01
  0.3622E+01,  0.3880E-01,  0.6145E+02,  0.5759E+02,  0.3150E+01
  0.4126E+01,  0.3494E-01,  0.6170E+02,  0.6074E+02,  0.1622E+01
  0.4630E+01,  0.3107E-01,  0.6196E+02,  0.6236E+02,  0.1305E+01
  0.4852E+01,  0.3120E-01,  0.6226E+02,  0.6367E+02,  0.0000E+00
  0.4014E+01,  0.3740E-01,  0.6240E+02,  0.6356E+02,  0.1188E+01
  0.4016E+01,  0.3806E-01,  0.6035E+02,  0.6475E+02,  0.1691E+01
  0.4018E+01,  0.3872E-01,  0.6171E+02,  0.6644E+02,  0.1472E+01
  0.4020E+01,  0.3938E-01,  0.6307E+02,  0.6791E+02,  0.2483E+00
  0.4022E+01,  0.4004E-01,  0.6326E+02,  0.6816E+02,  0.1691E+01
  0.4023E+01,  0.4070E-01,  0.6345E+02,  0.6985E+02,  0.1691E+01
  0.4025E+01,  0.4136E-01,  0.6365E+02,  0.7154E+02,  0.1691E+01
  0.4027E+01,  0.4202E-01,  0.6384E+02,  0.7323E+02,  0.1508E+01
  0.4029E+01,  0.4268E-01,  0.6403E+02,  0.7474E+02,  0.1055E+01
  0.4030E+01,  0.4334E-01,  0.6411E+02,  0.7579E+02,  0.1692E+01
  0.4032E+01,  0.4400E-01,  0.6429E+02,  0.7749E+02,  0.1555E+01
  0.3566E+01,  0.3740E-01,  0.6463E+02,  0.7904E+02,  0.9771E+00
  0.3432E+01,  0.3541E-01,  0.6457E+02,  0.8002E+02,  0.9249E+00
  0.3298E+01,  0.3343E-01,  0.6487E+02,  0.8094E+02,  0.6689E+00
  0.3164E+01,  0.3144E-01,  0.6516E+02,  0.8161E+02,  0.6250E+00
  0.3029E+01,  0.2946E-01,  0.6529E+02,  0.8224E+02,  0.0000E+00
  0.2895E+01,  0.2747E-01,  0.6542E+02,  0.8126E+02,  0.2041E+01
  0.2240E+01,  0.3043E-01,  0.6551E+02,  0.8330E+02,  0.3088E+01
  0.1585E+01,  0.3338E-01,  0.6560E+02,  0.8639E+02,  0.3094E+00
  0.1620E+01,  0.3634E-01,  0.6066E+02,  0.8670E+02,  0.3008E+01
  0.1654E+01,  0.3929E-01,  0.5846E+02,  0.8970E+02,  0.1992E+01
  0.1689E+01,  0.4225E-01,  0.6555E+02,  0.9170E+02,  0.1878E+01
  0.1723E+01,  0.4520E-01,  0.6596E+02,  0.9357E+02,  0.9032E+00
  0.1757E+01,  0.4816E-01,  0.6638E+02,  0.9448E+02,  0.9700E+00
  0.1792E+01,  0.5111E-01,  0.6630E+02,  0.9545E+02,  0.1104E+01
  0.1826E+01,  0.5407E-01,  0.6622E+02,  0.9655E+02,  0.8934E+00
  0.2577E+01,  0.4754E-01,  0.6620E+02,  0.9744E+02,  0.1525E+01
  0.3328E+01,  0.4100E-01,  0.6609E+02,  0.9897E+02,  0.1580E+01
  0.4523E+01,  0.4030E-01,  0.6629E+02,  0.1005E+03,  0.1009E+00
  0.4225E+01,  0.3970E-01,  0.2368E+02,  0.1007E+03,  0.1886E+01
  0.3928E+01,  0.3909E-01,  0.2523E+02,  0.1025E+03,  0.4376E+01
  0.3630E+01,  0.3849E-01,  0.3564E+02,  0.1069E+03,  0.3913E+01
  0.3333E+01,  0.3788E-01,  0.4605E+02,  0.1108E+03,  0.0000E+00
  0.3035E+01,  0.3728E-01,  0.5646E+02,  0.1107E+03,  0.1179E+01
  0.2738E+01,  0.3667E-01,  0.6687E+02,  0.1118E+03,  0.1121E+01
  0.2790E+01,  0.3718E-01,  0.6689E+02,  0.1130E+03,  0.0000E+00
  0.2841E+01,  0.3770E-01,  0.6690E+02,  0.1128E+03,  0.1175E+01
  0.2644E+01,  0.3455E-01,  0.1363E+02,  0.1140E+03,  0.0000E+00
  0.2447E+01,  0.3140E-01,  0.6686E+02,  0.1126E+03,  0.0000E+00
  0.4680E+01,  0.2920E-01,  0.6683E+02,  0.1113E+03,  0.0000E+00
  0.4222E+01,  0.3150E-01,  0.6663E+02,  0.1111E+03,  0.0000E+00
  0.3765E+01,  0.3380E-01,  0.6644E+02,  0.1104E+03,  0.6486E+00
  0.3308E+01,  0.3610E-01,  0.6675E+02,  0.1111E+03,  0.0000E+00
  0.2851E+01,  0.3840E-01,  0.6707E+02,  0.1108E+03,  0.2202E+01
  0.3892E+01,  0.4150E-01,  0.6694E+02,  0.1130E+03,  0.2510E+01
  0.4933E+01,  0.4460E-01,  0.6681E+02,  0.1155E+03,  0.1624E+01
  0.3482E+01,  0.4360E-01,  0.6639E+02,  0.1172E+03,  0.2513E+01
  0.2032E+01,  0.4260E-01,  0.6670E+02,  0.1197E+03,  0.1345E+01
  0.2543E+01,  0.4160E-01,  0.6654E+02,  0.1210E+03,  0.4284E+01
  0.3055E+01,  0.4060E-01,  0.6665E+02,  0.1253E+03,  0.4284E+01
